p,d,q,P,D,Q,s,aic,bic,converged,fit_seconds,error
1,0,3,1,0,1,24,-87873.80394400866,-87745.24490935495,False,22.555508800000098,
1,0,3,1,0,2,24,-87837.01987543833,-87701.31867219275,False,85.9550307999998,
1,0,3,2,0,0,24,-87840.59906255308,-87712.04002789938,False,71.88920299999882,
1,0,3,2,0,1,24,-87972.97508492696,-87837.27388168138,False,77.37148180000077,
1,0,3,2,0,2,24,-88234.25935850033,-88091.41598666288,False,84.32059270000173,
2,0,0,0,0,0,24,-86928.36248159004,-86828.37212130382,False,2.518920499998785,
2,0,0,0,0,1,24,-87396.00537910078,-87288.87285022269,False,18.66255420000016,
2,0,0,0,0,2,24,-87531.44261113399,-87417.16791366402,False,82.52207640000051,
2,0,0,1,0,0,24,-87552.18896193751,-87445.05643305942,False,14.658555800000613,
2,0,0,1,0,1,24,-87833.96022849818,-87719.68553102821,False,23.125175299999682,
2,0,0,1,0,2,24,-87796.00755817781,-87674.59069211596,False,67.16593569999895,
2,0,0,2,0,0,24,-87802.77106516821,-87688.49636769824,False,62.83293069999854,
2,0,0,2,0,1,24,-87934.70237058942,-87813.28550452758,False,84.1884269000002,
2,0,0,2,0,2,24,-88194.4598268396,-88065.90079218589,False,68.92232829999921,
2,0,1,0,0,0,24,-86926.1730286587,-86819.0404997806,False,2.822617800000444,
2,0,1,0,0,1,24,-87393.35874700003,-87279.08404953007,False,20.394542900001397,
2,0,1,0,0,2,24,-87529.04727583443,-87407.63040977258,False,71.41861269999936,
2,0,1,1,0,0,24,-87549.4040019023,-87435.12930443232,False,15.733188199999859,
2,0,1,1,0,1,24,-87831.15274038375,-87709.73587432191,False,21.95348219999869,
2,0,1,1,0,2,24,-87793.25726153408,-87664.69822688037,False,69.91218659999868,
2,0,1,2,0,0,24,-87800.11950477774,-87678.7026387159,False,65.47695940000267,
2,0,1,2,0,1,24,-87931.87488762171,-87803.31585296801,False,80.10502119999728,
2,0,1,2,0,2,24,-88191.23838768965,-88055.53718444407,False,72.6281870999992,
2,0,2,0,0,0,24,-86994.2512174647,-86879.97651999473,False,3.1114993000010145,
2,0,2,0,0,1,24,-87450.61076044626,-87329.19389438441,False,20.81708009999784,
2,0,2,0,0,2,24,-87586.90034926982,-87458.34131461612,False,76.30857509999987,
2,0,2,1,0,0,24,-87601.15461118633,-87479.73774512448,False,16.725333300000784,
2,0,2,1,0,1,24,-87884.23918833677,-87755.68015368306,False,21.624697899998864,
2,0,2,1,0,2,24,-87848.77752275238,-87713.0763195068,False,79.46961329999976,
2,0,2,2,0,0,24,-87850.43086009644,-87721.87182544274,False,69.74005669999679,
2,0,2,2,0,1,24,-87982.59071456874,-87846.88951132316,False,77.06922069999928,
2,0,2,2,0,2,24,-88242.74125688511,-88099.89788504766,False,83.35757490000105,
2,0,3,0,0,0,24,-87006.28309594767,-86884.86622988583,False,3.4629368999994767,
2,0,3,0,0,1,24,-87459.30517665742,-87330.74614200371,False,21.006416000000172,
2,0,3,0,0,2,24,-87596.95800328432,-87461.25680003874,False,81.3844253999996,
2,0,3,1,0,0,24,-87608.6646933371,-87480.10565868339,False,17.70410930000071,
2,0,3,1,0,1,24,-87892.28201322997,-87756.58080998439,False,22.159785900003044,
2,0,3,1,0,2,24,-87857.40932185034,-87714.56595001288,False,83.59856579999905,
2,0,3,2,0,0,24,-87858.9831422981,-87723.28193905251,False,74.60569169999872,
2,0,3,2,0,1,24,-87990.67436746368,-87847.83099562622,False,79.65873710000233,
2,0,3,2,0,2,24,-88249.30509859411,-88099.31955816477,False,88.01388099999895,
3,0,0,0,0,0,24,-86926.4975521406,-86819.36502326251,False,2.926327900000615,
3,0,0,0,0,1,24,-87393.66125712628,-87279.38655965631,False,19.119158099998458,
3,0,0,0,0,2,24,-87529.36857640551,-87407.95171034367,False,85.38492680000127,
3,0,0,1,0,0,24,-87549.68939938906,-87435.41470191909,False,18.18021250000311,
3,0,0,1,0,1,24,-87831.46917258592,-87710.05230652407,False,28.096327299997938,
