p,d,q,P,D,Q,s,aic,bic,converged,fit_seconds,error
2,0,3,1,0,2,24,-93627.07123484084,-93469.80968688826,False,174.44370109999727,
2,0,3,2,0,0,24,-93705.14697628134,-93555.03368050842,False,153.87486169999465,
2,0,3,2,0,1,24,-93813.2033249748,-93655.94177702222,False,165.25750269999844,
2,0,3,2,0,2,24,-93970.73163567629,-93806.32183554405,False,166.81957650001277,
3,0,0,0,0,0,24,-93491.51531760703,-93369.99503055276,False,14.659086100000422,
3,0,0,0,0,1,24,-94145.3227840452,-94016.65424481127,False,69.41814950000844,
3,0,0,0,0,2,24,-94298.5062190344,-94162.6894276208,False,305.5393597999937,
3,0,0,1,0,0,24,-94370.4292245805,-94241.76068534657,False,91.84523750000517,
3,0,0,1,0,1,24,-94632.33359798085,-94496.51680656725,False,108.40371980000054,
3,0,0,1,0,2,24,-94518.4414893931,-94375.47644579984,False,324.940468700006,
3,0,0,2,0,0,24,-94608.22223117908,-94472.40543976548,False,346.3171519000025,
3,0,0,2,0,1,24,-94708.77896384915,-94565.8139202559,False,356.5474109999923,
3,0,0,2,0,2,24,-94830.61281572579,-94680.49951995288,False,385.30672259999847,
3,0,1,0,0,0,24,-93490.00634979064,-93361.33781055671,False,17.027305899988278,
3,0,1,0,0,1,24,-94143.51793189111,-94007.70114047751,False,86.42416619999858,
3,0,1,0,0,2,24,-94296.7107596253,-94153.74571603205,False,346.34867049999593,
3,0,1,1,0,0,24,-94368.50553410964,-94232.68874269605,False,106.82780400000047,
3,0,1,1,0,1,24,-94630.45869256865,-94487.49364897539,False,109.38220200000796,
3,0,1,1,0,2,24,-94516.62541454408,-94366.51211877116,False,327.24540739999793,
3,0,1,2,0,0,24,-94606.31638004426,-94463.351336451,False,335.50703009999415,
3,0,1,2,0,1,24,-94706.89993113541,-94556.7866353625,False,341.3753474999976,
3,0,1,2,0,2,24,-94828.74158435146,-94671.48003639888,False,351.8518008000101,
3,0,2,0,0,0,24,-92493.21776151058,-92357.40097009698,False,6.324858399995719,
3,0,2,0,0,1,24,-93247.83755170545,-93104.8725081122,False,38.253252800001064,
3,0,2,0,0,2,24,-93385.81114317656,-93235.69784740364,False,147.6975586000044,
3,0,2,1,0,0,24,-93491.19849044795,-93348.23344685469,False,39.43934579999768,
3,0,2,1,0,1,24,-93747.41028895765,-93597.29699318473,False,41.292231600004015,
3,0,2,1,0,2,24,-93625.97862800163,-93468.71708004904,False,154.8294045000075,
3,0,2,2,0,0,24,-93702.97741385727,-93552.86411808436,False,146.45959610000136,
