timestamp,device_id,switch_1,voltage_raw,current_raw,power_raw,add_ele_raw,voltage_v,current_a,power_w,kwh_total,interval_seconds,kwh_interval_kwh,energy_fallback_kwh,energy_final_kwh,pf_est
2025-10-12T21:48:50+08:00,a3c772d3fde52dbae832bi,True,2294,158,338,1,229.4,1.58,33.800000000000004,0.01,,,,,0.0932537273901096
2025-10-12T21:58:51+08:00,a3c772d3fde52dbae832bi,True,2316,182,420,1,231.60000000000002,1.82,42.0,0.01,600.757404,0.0,0.00700883638,0.00700883638,0.09964129135113589
2025-10-12T22:08:52+08:00,a3c772d3fde52dbae832bi,True,2316,182,420,17,231.60000000000002,1.82,42.0,0.17,600.630894,0.16,0.007007360430000001,0.16,0.09964129135113589
2025-10-12T22:18:52+08:00,a3c772d3fde52dbae832bi,True,2316,182,420,17,231.60000000000002,1.82,42.0,0.17,600.486204,0.0,0.007005672380000001,0.007005672380000001,0.09964129135113589
2025-10-12T22:28:53+08:00,a3c772d3fde52dbae832bi,True,2316,182,420,17,231.60000000000002,1.82,42.0,0.17,600.455524,0.0,0.007005314446666666,0.007005314446666666,0.09964129135113589
2025-10-12T22:38:53+08:00,a3c772d3fde52dbae832bi,True,2316,182,420,20,231.60000000000002,1.82,42.0,0.2,600.325692,0.03,0.0070037997399999994,0.03,0.09964129135113589
2025-10-12T22:48:54+08:00,a3c772d3fde52dbae832bi,True,2316,182,420,20,231.60000000000002,1.82,42.0,0.2,600.472723,0.0,0.007005515101666666,0.007005515101666666,0.09964129135113589
2025-10-17T22:15:05+08:00,a3c772d3fde52dbae832bi,False,2277,0,0,1,227.70000000000002,0.0,0.0,0.01,,,,,0
2025-10-17T22:25:06+08:00,a3c772d3fde52dbae832bi,False,2277,0,0,1,227.70000000000002,0.0,0.0,0.01,600.598254,0.0,0.0,0.0,0
