timestamp,device,property,value,temp_C,humidity,pressure
2026-01-22 00:17:14,Aircon,NO_DATA,,24.82,70,1015
2026-01-22 00:17:14,Refrigerator,NO_DATA,,24.82,70,1015
2026-01-22 00:17:14,Electric_Fan,NO_DATA,,24.82,70,1015
2026-01-22 00:25:10,Aircon,NO_DATA,,25.18,69,1015
2026-01-22 00:25:10,Refrigerator,NO_DATA,,25.18,69,1015
2026-01-22 00:25:10,Electric_Fan,NO_DATA,,25.18,69,1015
2026-01-22 00:25:19,Aircon,NO_DATA,,25.18,69,1015
2026-01-22 00:25:19,Refrigerator,NO_DATA,,25.18,69,1015
2026-01-22 00:25:19,Electric_Fan,NO_DATA,,25.18,69,1015
2026-01-22 00:26:10,Aircon,NO_DATA,,25.18,69,1015
2026-01-22 00:26:10,Refrigerator,NO_DATA,,25.18,69,1015
2026-01-22 00:26:10,Electric_Fan,NO_DATA,,25.18,69,1015
2026-01-22 00:30:44,Aircon,NO_DATA,,25.18,69,1015
2026-01-22 00:30:44,Refrigerator,NO_DATA,,25.18,69,1015
2026-01-22 00:30:44,Electric_Fan,NO_DATA,,25.18,69,1015
2026-01-22 00:34:47,Aircon,NO_DATA,,25.23,68,1015
2026-01-22 00:34:47,Refrigerator,NO_DATA,,25.23,68,1015
2026-01-22 00:35:26,Aircon,NO_DATA,,,,
2026-01-22 00:35:18,Aircon,NO_DATA,,,,
2026-01-22 00:34:47,Electric_Fan,NO_DATA,,25.23,68,1015
2026-01-22 00:36:19,Aircon,NO_DATA,,,,
2026-01-22 00:35:26,Refrigerator,NO_DATA,,,,
2026-01-22 00:35:18,Refrigerator,NO_DATA,,,,
2026-01-22 00:36:19,Refrigerator,NO_DATA,,,,
2026-01-22 00:35:26,Electric_Fan,NO_DATA,,,,
2026-01-22 00:35:18,Electric_Fan,NO_DATA,,,,
2026-01-22 00:40:55,Aircon,NO_DATA,,,,
2026-01-22 00:36:19,Electric_Fan,NO_DATA,,,,
2026-01-22 00:40:55,Refrigerator,NO_DATA,,,,
2026-01-22 00:43:32,Aircon,NO_DATA,,25.71,67,1016
2026-01-22 00:40:55,Electric_Fan,NO_DATA,,,,
2026-01-22 00:43:32,Refrigerator,NO_DATA,,25.71,67,1016
2026-01-22 00:43:32,Electric_Fan,NO_DATA,,25.71,67,1016
2026-01-22 00:49:12,Aircon,NO_DATA,,25.71,67,1016
2026-01-22 00:49:12,Refrigerator,NO_DATA,,25.71,67,1016
2026-01-22 00:49:12,Electric_Fan,NO_DATA,,25.71,67,1016
2026-01-22 00:53:31,Aircon,NO_DATA,,26.27,68,1016
2026-01-22 00:53:33,Aircon,NO_DATA,,26.27,68,1016
2026-01-22 00:53:32,Aircon,NO_DATA,,26.27,68,1016
2026-01-22 00:53:35,Aircon,NO_DATA,,26.27,68,1016
2026-01-22 00:53:31,Aircon,NO_DATA,,26.27,68,1016
2026-01-22 00:53:31,Refrigerator,NO_DATA,,26.27,68,1016
2026-01-22 00:53:33,Refrigerator,NO_DATA,,26.27,68,1016
2026-01-22 00:53:32,Refrigerator,NO_DATA,,26.27,68,1016
2026-01-22 00:53:35,Refrigerator,NO_DATA,,26.27,68,1016
2026-01-22 00:53:31,Refrigerator,NO_DATA,,26.27,68,1016
2026-01-22 00:53:31,Electric_Fan,NO_DATA,,26.27,68,1016
2026-01-22 00:53:32,Electric_Fan,NO_DATA,,26.27,68,1016
2026-01-22 00:53:33,Electric_Fan,NO_DATA,,26.27,68,1016
2026-01-22 00:53:35,Electric_Fan,NO_DATA,,26.27,68,1016
2026-01-22 00:59:16,Aircon,NO_DATA,,,,
2026-01-22 00:59:16,Refrigerator,NO_DATA,,,,
2026-01-22 00:53:31,Electric_Fan,NO_DATA,,26.27,68,1016
2026-01-22 00:56:03,Aircon,NO_DATA,,26.27,68,1016
2026-01-22 01:07:00,Aircon,NO_DATA,,,,
2026-01-22 00:59:16,Electric_Fan,NO_DATA,,,,
2026-01-22 00:56:03,Refrigerator,NO_DATA,,26.27,68,1016
2026-01-22 01:08:50,Aircon,NO_DATA,,,,
2026-01-22 01:09:08,Aircon,NO_DATA,,,,
2026-01-22 01:07:00,Refrigerator,NO_DATA,,,,
2026-01-22 00:56:03,Electric_Fan,NO_DATA,,26.27,68,1016
2026-01-22 01:08:50,Refrigerator,NO_DATA,,,,
2026-01-22 01:09:08,Refrigerator,NO_DATA,,,,
2026-01-22 01:15:24,Aircon,NO_DATA,,26.78,64,1016
2026-01-22 01:07:00,Electric_Fan,NO_DATA,,,,
2026-01-22 01:08:50,Electric_Fan,NO_DATA,,,,
2026-01-22 01:09:08,Electric_Fan,NO_DATA,,,,
2026-01-22 01:15:24,Refrigerator,NO_DATA,,26.78,64,1016
2026-01-22 01:15:24,Electric_Fan,NO_DATA,,26.78,64,1016
2026-01-22 01:15:44,Aircon,NO_DATA,,26.78,64,1016
2026-01-22 01:15:44,Aircon,NO_DATA,,26.78,64,1016
2026-01-22 01:15:44,Refrigerator,NO_DATA,,26.78,64,1016
2026-01-22 01:15:44,Refrigerator,NO_DATA,,26.78,64,1016
2026-01-22 01:15:44,Electric_Fan,NO_DATA,,26.78,64,1016
2026-01-22 01:15:44,Electric_Fan,NO_DATA,,26.78,64,1016
2026-01-22 01:22:07,Aircon,NO_DATA,,26.78,64,1016
2026-01-22 01:22:07,Refrigerator,NO_DATA,,26.78,64,1016
2026-01-22 01:22:07,Electric_Fan,NO_DATA,,26.78,64,1016
2026-01-22 01:23:06,Aircon,NO_DATA,,27.17,63,1016
2026-01-22 01:24:51,Aircon,NO_DATA,,,,
2026-01-22 01:23:06,Refrigerator,NO_DATA,,27.17,63,1016
2026-01-22 01:25:49,Aircon,NO_DATA,,,,
2026-01-22 01:25:38,Aircon,NO_DATA,,,,
2026-01-22 01:24:51,Refrigerator,NO_DATA,,,,
2026-01-22 01:23:06,Electric_Fan,NO_DATA,,27.17,63,1016
2026-01-22 01:25:33,Aircon,NO_DATA,,,,
2026-01-22 01:25:40,Aircon,NO_DATA,,,,
2026-01-22 01:26:42,Aircon,NO_DATA,,27.17,63,1016
2026-01-22 01:25:49,Refrigerator,NO_DATA,,,,
2026-01-22 01:25:38,Refrigerator,NO_DATA,,,,
2026-01-22 01:24:51,Electric_Fan,NO_DATA,,,,
2026-01-22 01:25:33,Refrigerator,NO_DATA,,,,
2026-01-22 01:25:49,Electric_Fan,NO_DATA,,,,
2026-01-22 01:26:42,Refrigerator,NO_DATA,,27.17,63,1016
2026-01-22 01:27:59,Aircon,NO_DATA,,27.17,63,1016
2026-01-22 01:25:38,Electric_Fan,NO_DATA,,,,
2026-01-22 01:25:40,Refrigerator,NO_DATA,,,,
2026-01-22 01:26:42,Electric_Fan,NO_DATA,,27.17,63,1016
2026-01-22 01:25:33,Electric_Fan,NO_DATA,,,,
2026-01-22 01:27:59,Refrigerator,NO_DATA,,27.17,63,1016
2026-01-22 01:25:40,Electric_Fan,NO_DATA,,,,
2026-01-22 01:29:20,Aircon,NO_DATA,,27.17,63,1016
2026-01-22 01:27:59,Electric_Fan,NO_DATA,,27.17,63,1016
2026-01-22 01:29:20,Refrigerator,NO_DATA,,27.17,63,1016
2026-01-22 01:29:20,Electric_Fan,NO_DATA,,27.17,63,1016
2026-01-22 01:39:26,Aircon,NO_DATA,,27.08,62,1016
2026-01-22 01:38:55,Aircon,NO_DATA,,27.08,62,1016
2026-01-22 01:39:32,Aircon,NO_DATA,,27.08,62,1016
2026-01-22 01:39:26,Refrigerator,NO_DATA,,27.08,62,1016
2026-01-22 01:40:19,Aircon,NO_DATA,,,,
2026-01-22 01:40:19,Aircon,NO_DATA,,,,
2026-01-22 01:38:55,Refrigerator,NO_DATA,,27.08,62,1016
2026-01-22 01:40:00,Aircon,NO_DATA,,27.08,62,1016
2026-01-22 01:40:01,Aircon,NO_DATA,,,,
2026-01-22 01:39:32,Refrigerator,NO_DATA,,27.08,62,1016
2026-01-22 01:38:55,Electric_Fan,NO_DATA,,27.08,62,1016
2026-01-22 01:40:19,Refrigerator,NO_DATA,,,,
2026-01-22 01:40:16,Aircon,NO_DATA,,,,
2026-01-22 01:39:26,Electric_Fan,NO_DATA,,27.08,62,1016
2026-01-22 01:42:35,Aircon,NO_DATA,,27.08,62,1016
2026-01-22 01:40:00,Refrigerator,NO_DATA,,27.08,62,1016
2026-01-22 01:40:19,Refrigerator,NO_DATA,,,,
2026-01-22 01:40:01,Refrigerator,NO_DATA,,,,
2026-01-22 01:40:01,Electric_Fan,NO_DATA,,,,
2026-01-22 01:42:54,Aircon,NO_DATA,,27.08,62,1016
2026-01-22 01:39:32,Electric_Fan,NO_DATA,,27.08,62,1016
2026-01-22 01:40:00,Electric_Fan,NO_DATA,,27.08,62,1016
2026-01-22 01:40:19,Electric_Fan,NO_DATA,,,,
2026-01-22 01:40:16,Refrigerator,NO_DATA,,,,
2026-01-22 01:42:35,Refrigerator,NO_DATA,,27.08,62,1016
2026-01-22 01:40:19,Electric_Fan,NO_DATA,,,,
2026-01-22 01:42:56,Aircon,NO_DATA,,27.08,62,1016
2026-01-22 01:42:54,Refrigerator,NO_DATA,,27.08,62,1016
2026-01-22 01:40:16,Electric_Fan,NO_DATA,,,,
2026-01-22 01:42:35,Electric_Fan,NO_DATA,,27.08,62,1016
