p,d,q,P,D,Q,s,aic,bic,converged,fit_seconds,error
2,0,0,2,0,2,24,-93664.9603597367,-93521.99531614344,False,120.54465229999914,
2,0,1,0,0,0,24,-93499.99409076119,-93378.47380370692,False,11.97724890000245,
2,0,1,0,0,1,24,-93580.5720825352,-93451.90354330128,False,28.537502599996515,
2,0,1,0,0,2,24,-93620.55798112915,-93484.74118971555,False,114.17787829999725,
2,0,1,1,0,0,24,-93589.57107242403,-93460.9025331901,False,28.505242200000794,
2,0,1,1,0,1,24,-93586.26186435866,-93450.44507294506,False,30.052611900006013,
2,0,1,1,0,2,24,-93625.6180751672,-93482.65303157394,False,119.90804760000174,
2,0,1,2,0,0,24,-93644.49071195845,-93508.67392054485,False,114.98148400000355,
2,0,1,2,0,1,24,-93636.7267752228,-93493.76173162955,False,120.3006327999974,
2,0,1,2,0,2,24,-93664.12803960699,-93514.01474383408,False,124.15137159999722,
2,0,2,0,0,0,24,-93500.76865443084,-93372.10011519691,False,14.010936500002572,
2,0,2,0,0,1,24,-93579.54602199052,-93443.72923057692,False,34.975254199998744,
2,0,2,0,0,2,24,-93619.8269352654,-93476.86189167215,False,134.2127416000003,
2,0,2,1,0,0,24,-93588.61754636923,-93452.80075495564,False,29.868191699999443,
2,0,2,1,0,1,24,-93585.25083313041,-93442.28578953716,False,36.65998540000146,
2,0,2,1,0,2,24,-93624.89255973365,-93474.77926396074,False,141.6127529000005,
2,0,2,2,0,0,24,-93643.91086701305,-93500.9458234198,False,119.36336630000005,
2,0,2,2,0,1,24,-93635.97006559395,-93485.85676982104,False,125.3918565999993,
2,0,2,2,0,2,24,-93663.25579886475,-93505.99425091216,False,148.30607269999746,
2,0,3,0,0,0,24,-93498.75037537442,-93362.93358396082,False,14.91431829999783,
2,0,3,0,0,1,24,-93578.82061793089,-93435.85557433763,False,34.58952330000466,
2,0,3,0,0,2,24,-93618.91323360981,-93468.7999378369,False,132.05030160000024,
2,0,3,1,0,0,24,-93587.84158417313,-93444.87654057988,False,31.476740199999767,
2,0,3,1,0,1,24,-93584.51691021983,-93434.40361444691,False,36.640149400001974,
2,0,3,1,0,2,24,-93623.9756625473,-93466.71411459471,False,139.84160110000084,
2,0,3,2,0,0,24,-93642.94446363208,-93492.83116785917,False,125.81445000000531,
2,0,3,2,0,1,24,-93635.1335967705,-93477.87204881791,False,131.60403749999386,
2,0,3,2,0,2,24,-93662.4821894559,-93498.07238932366,False,145.65515940000478,
3,0,0,0,0,0,24,-93503.13120774139,-93381.61092068712,False,13.279959999999846,
3,0,0,0,0,1,24,-93582.72318230616,-93454.05464307223,False,27.30345080000552,
3,0,0,0,0,2,24,-93622.94262991752,-93487.12583850393,False,111.60881199999858,
