timestamp,voltage_v,current_a,power_w,total_kwh,is_active
2026-01-27 00:00:00,,,,0.42,False
2026-01-27 00:10:00,,,,0.42,False
2026-01-27 00:20:00,,,,1.0,False
2026-01-27 00:30:00,,,,1.0,False
2026-01-27 00:40:00,,,,1.0,False
2026-01-27 00:50:00,,,,1.0,False
2026-01-27 01:00:00,233.5,2.12,488.7,1.0,False
2026-01-27 01:10:00,233.5,2.12,488.7,1.0,False
2026-01-27 01:20:00,233.5,2.12,488.7,1.0,False
2026-01-27 01:30:00,233.5,2.12,488.7,1.0,False
2026-01-27 01:40:00,233.5,2.12,488.7,1.0,False
2026-01-27 01:50:00,233.5,2.12,488.7,1.0,False
2026-01-27 02:00:00,235.3,2.108,488.7,1.0,False
2026-01-27 02:10:00,235.3,2.108,488.7,1.0,False
2026-01-27 02:20:00,235.3,2.108,488.7,1.0,False
2026-01-27 02:30:00,235.3,2.108,488.7,1.0,False
2026-01-27 02:40:00,235.3,2.108,488.7,1.0,False
2026-01-27 02:50:00,235.3,2.108,488.7,1.0,False
2026-01-27 03:00:00,235.3,2.078,481.7,1.0,False
2026-01-27 03:10:00,235.3,2.078,481.7,1.0,False
2026-01-27 03:20:00,235.3,2.078,481.7,1.0,False
2026-01-27 03:30:00,235.3,2.078,481.7,1.0,False
2026-01-27 03:40:00,235.3,2.078,481.7,1.0,False
2026-01-27 03:50:00,235.3,2.078,481.7,1.0,False
2026-01-27 04:00:00,235.8,2.045,475.8,1.0,False
2026-01-27 04:10:00,235.8,2.045,475.8,1.0,False
2026-01-27 04:20:00,235.8,2.045,475.8,1.0,False
2026-01-27 04:30:00,235.8,2.045,475.8,1.0,False
2026-01-27 04:40:00,235.8,2.045,475.8,1.0,False
2026-01-27 04:50:00,234.0,0.296,69.2,1.0,False
2026-01-27 05:00:00,234.0,0.0,0.0,1.0,False
2026-01-27 05:10:00,234.0,0.0,0.0,1.0,False
2026-01-27 05:20:00,234.0,0.0,0.0,0.63,False
2026-01-27 05:30:00,234.0,0.0,0.0,0.63,False
2026-01-27 05:40:00,234.0,0.0,0.0,0.63,False
2026-01-27 05:50:00,234.0,0.0,0.0,0.63,False
2026-01-27 06:00:00,227.2,0.0,0.0,0.63,False
2026-01-27 06:10:00,227.2,0.0,0.0,0.63,False
2026-01-27 06:20:00,227.2,0.0,0.0,0.63,False
2026-01-27 06:30:00,227.2,0.0,0.0,0.63,False
2026-01-27 06:40:00,227.2,0.0,0.0,0.63,False
2026-01-27 06:50:00,227.2,0.0,0.0,0.63,False
2026-01-27 07:00:00,234.0,0.0,0.0,0.63,False
2026-01-27 07:10:00,234.0,0.0,0.0,0.63,False
2026-01-27 07:20:00,234.0,0.0,0.0,0.63,False
2026-01-27 07:30:00,234.0,0.0,0.0,0.63,False
2026-01-27 07:40:00,234.0,0.0,0.0,0.63,False
2026-01-27 07:50:00,234.0,0.0,0.0,0.63,False
2026-01-27 08:00:00,231.4,0.0,0.0,0.63,False
2026-01-27 08:10:00,231.4,0.0,0.0,0.63,False
2026-01-27 08:20:00,231.4,0.0,0.0,0.63,False
2026-01-27 08:30:00,231.4,0.0,0.0,0.63,False
2026-01-27 08:40:00,231.4,0.0,0.0,0.63,False
2026-01-27 08:50:00,231.4,0.0,0.0,0.63,False
2026-01-27 09:00:00,232.7,0.0,0.0,0.63,False
2026-01-27 09:10:00,232.7,0.0,0.0,0.63,False
2026-01-27 09:20:00,232.7,0.0,0.0,0.63,False
2026-01-27 09:30:00,232.7,0.0,0.0,0.63,False
