p,d,q,P,D,Q,s,aic,bic,converged,fit_seconds,error
2,0,0,2,0,0,24,-98589.33475420807,-98475.3591631848,False,78.75577679998241,
2,0,0,2,0,1,24,-98608.95078113957,-98487.85171567735,False,112.69657979998738,
2,0,0,2,0,2,24,-98609.14017361161,-98480.91763371043,False,117.98213329981081,
2,0,1,0,0,0,24,-97991.83410287241,-97884.9819862881,False,3.5148101998493075,
2,0,1,0,0,1,24,-98135.7951549312,-98021.81956390792,False,25.663777499925345,
2,0,1,0,0,2,24,-98170.99890896743,-98049.8998435052,False,105.9252111997921,
2,0,1,1,0,0,24,-98168.34413416733,-98054.36854314405,False,22.265184399904683,
2,0,1,1,0,1,24,-98170.82925888704,-98049.73019342481,False,28.656581799965352,
2,0,1,1,0,2,24,-98180.1001159544,-98051.87757605322,False,122.27563489996828,
2,0,1,2,0,0,24,-98203.84402340998,-98082.74495794775,False,96.0732567999512,
2,0,1,2,0,1,24,-98201.4830302129,-98073.26049031172,False,114.90095689985901,
2,0,1,2,0,2,24,-98198.62749653091,-98063.28148219078,False,129.30067400005646,
2,0,2,0,0,0,24,-99085.68053785777,-98971.70494683449,False,10.482482899911702,
2,0,2,0,0,1,24,-99142.95354560149,-99021.85448013926,False,63.02616519993171,
2,0,2,0,0,2,24,-99163.86577218966,-99035.64323228848,True,152.89474899997003,
2,0,2,1,0,0,24,-99128.64841892666,-99007.54935346443,True,28.730492300121114,
2,0,2,1,0,1,24,-99165.30796571553,-99037.08542581435,True,39.770512400195,
2,0,2,1,0,2,24,-99168.08452576787,-99032.73851142774,True,134.51799409999512,
2,0,2,2,0,0,24,-99151.60350866291,-99023.38096876173,False,93.95510629983619,
2,0,2,2,0,1,24,-99178.06538106591,-99042.71936672578,True,73.1035525999032,
2,0,2,2,0,2,24,-99181.82085389792,-99039.35136511883,True,85.85724859987386,
2,0,3,0,0,0,24,-99490.51802916195,-99369.41896369972,False,10.531711099902168,
2,0,3,0,0,1,24,-99537.8346004532,-99409.61206055203,False,56.69786880002357,
2,0,3,0,0,2,24,-99551.78091258334,-99416.43489824321,True,293.9186428000685,
2,0,3,1,0,0,24,-99517.04552599197,-99388.82298609079,False,52.27050169999711,
2,0,3,1,0,1,24,-99554.80971738548,-99419.46370304535,True,32.602006800007075,
2,0,3,1,0,2,24,-99553.99996809056,-99411.53047931146,True,293.4964515999891,
2,0,3,2,0,0,24,-99530.02329452873,-99394.6772801886,False,1081.8566487999633,
2,0,3,2,0,1,24,-99558.94110163217,-99416.47161285307,True,1012.0468673000578,
2,0,3,2,0,2,24,-99566.99569383942,-99417.40273062137,True,493.00519419997,
3,0,0,0,0,0,24,-99122.92902061071,-99016.0769040264,False,9.392342200037092,
3,0,0,0,0,1,24,-99181.0988144639,-99067.12322344062,False,49.7259215998929,
3,0,0,0,0,2,24,-99202.58686314672,-99081.48779768449,False,229.8950327001512,
3,0,0,1,0,0,24,-99168.0835635802,-99054.10797255693,True,28.896396100055426,
3,0,0,1,0,1,24,-99202.27517978757,-99081.17611432534,True,37.50453509995714,
3,0,0,1,0,2,24,-99204.11034991851,-99075.88781001733,True,81.83547839988023,
3,0,0,2,0,0,24,-99189.26933063824,-99068.17026517601,False,97.10757180000655,
3,0,0,2,0,1,24,-99212.71022031913,-99084.48768041795,False,119.87203809991479,
3,0,0,2,0,2,24,-99218.06978312103,-99082.7237687809,False,134.52622810006142,
3,0,1,0,0,0,24,-99126.37820431632,-99012.40261329304,False,9.759868200169876,
3,0,1,0,0,1,24,-99184.34368667864,-99063.2446212164,False,52.560547000030056,
3,0,1,0,0,2,24,-99205.70023616879,-99077.47769626761,False,198.38973699999042,
3,0,1,1,0,0,24,-99171.21781883862,-99050.11875337639,True,27.929651000071317,
3,0,1,1,0,1,24,-99205.43118651106,-99077.20864660988,True,37.857810999965295,
3,0,1,1,0,2,24,-99207.21690614324,-99071.8708918031,True,61.772976000094786,
3,0,1,2,0,0,24,-99192.2481749377,-99064.02563503652,False,98.11865409999155,
3,0,1,2,0,1,24,-99215.74270902327,-99080.39669468314,False,112.1943111999426,
3,0,1,2,0,2,24,-99221.14830036735,-99078.67881158825,False,121.78806179994717,
3,0,2,0,0,0,24,-99298.60711354976,-99177.50804808753,False,9.836482099955902,
3,0,2,0,0,1,24,-99343.16616956414,-99214.94362966296,False,61.22232010005973,
3,0,2,0,0,2,24,-99358.82330220717,-99223.47728786703,False,215.50739350006916,
3,0,2,1,0,0,24,-99320.4485336836,-99192.22599378241,True,83.51777269993909,
3,0,2,1,0,1,24,-99361.19880648868,-99225.85279214855,False,61.31140110013075,
3,0,2,1,0,2,24,-99361.21290008878,-99218.74341130968,True,344.8291173998732,
3,0,2,2,0,0,24,-99336.21517419399,-99200.86915985386,True,472.33506970014423,
3,0,2,2,0,1,24,-99366.94167981998,-99224.47219104088,False,230.8838071001228,
3,0,2,2,0,2,24,-99374.01252620589,-99224.41956298784,False,236.81595119996928,
3,0,3,0,0,0,24,-97916.23873554273,-97788.01619564155,False,4.615957099944353,
3,0,3,0,0,1,24,-98067.70500990754,-97932.35899556741,False,25.17777119996026,
3,0,3,0,0,2,24,-98104.82438988436,-97962.35490110527,False,99.89233129983768,
3,0,3,1,0,0,24,-98101.93876646309,-97966.59275212296,False,25.571984800044447,
3,0,3,1,0,1,24,-98104.64238042191,-97962.17289164281,False,27.38898349995725,
3,0,3,1,0,2,24,-98114.4950953029,-97964.90213208486,False,102.197667399887,
3,0,3,2,0,0,24,-98139.37428025124,-97996.90479147215,False,102.35149239981547,
3,0,3,2,0,1,24,-98136.98255225879,-97987.38958904074,False,112.0177017999813,
3,0,3,2,0,2,24,-98134.07715317729,-97977.36071552029,False,114.25780800008215,
