p,d,q,P,D,Q,s,aic,bic,converged,fit_seconds,error
2,0,0,0,0,1,24,-90092.73410254667,-89985.88198596236,False,20.74388250010088,
2,0,0,0,0,2,24,-90401.84177420329,-90287.86618318001,False,106.43547790008597,
2,0,0,1,0,0,24,-90428.41645810108,-90321.56434151677,False,17.582804600009695,
2,0,0,1,0,1,24,-90469.78774929506,-90355.81215827179,False,23.045757499989122,
2,0,0,1,0,2,24,-90593.46344401465,-90472.36437855242,False,106.51854910003021,
2,0,0,2,0,0,24,-90953.80854197033,-90839.83295094705,False,79.45281119993888,
2,0,0,2,0,1,24,-90967.10770311441,-90846.00863765218,False,89.29015999985859,
2,0,0,2,0,2,24,-91015.50264906476,-90887.28010916358,False,94.4355258999858,
2,0,1,0,0,0,24,-88689.06610387863,-88582.21398729432,False,3.1294878001790494,
2,0,1,0,0,1,24,-89191.2496192545,-89077.27402823122,False,23.97743139998056,
2,0,1,0,0,2,24,-89517.22483527925,-89396.12576981702,False,104.77451779996045,
2,0,1,1,0,0,24,-89412.47539507008,-89298.4998040468,False,19.8464900997933,
2,0,1,1,0,1,24,-89543.9218871634,-89422.82282170116,False,24.28935660002753,
2,0,1,1,0,2,24,-89692.19468315548,-89563.9721432543,False,108.75939969997853,
2,0,1,2,0,0,24,-89896.42238293783,-89775.3233174756,False,87.70394309982657,
2,0,1,2,0,1,24,-89923.85744942132,-89795.63490952014,False,103.88462079991587,
2,0,1,2,0,2,24,-90071.40280235205,-89936.05678801192,False,97.41637889994308,
2,0,2,0,0,0,24,-88613.74311020586,-88499.76751918258,False,4.454739700071514,
2,0,2,0,0,1,24,-89144.81228240483,-89023.7132169426,False,26.40425470005721,
2,0,2,0,0,2,24,-89489.56720726156,-89361.34466736038,False,112.89805219997652,
2,0,2,1,0,0,24,-89378.74403466655,-89257.64496920432,False,20.162496800068766,
2,0,2,1,0,1,24,-89517.77745873659,-89389.5549188354,False,26.150108200032264,
2,0,2,1,0,2,24,-89674.65268245633,-89539.3066681162,False,123.86464559985325,
2,0,2,2,0,0,24,-89890.6433267181,-89762.42078681692,False,93.33801939990371,
2,0,2,2,0,1,24,-89919.75256340476,-89784.40654906463,False,100.91222209995613,
2,0,2,2,0,2,24,-90075.70465958933,-89933.23517081024,False,112.39383399998769,
