timestamp,device,property,value,temp_C,humidity,pressure
2026-01-21 00:11:13,Aircon,NO_DATA,,25.71,76,1012
2026-01-21 00:11:13,Refrigerator,NO_DATA,,25.71,76,1012
2026-01-21 00:11:13,Electric_Fan,NO_DATA,,25.71,76,1012
2026-01-21 00:12:43,Aircon,NO_DATA,,25.71,76,1012
2026-01-21 00:12:43,Refrigerator,NO_DATA,,25.71,76,1012
2026-01-21 00:12:43,Electric_Fan,NO_DATA,,25.71,76,1012
2026-01-21 00:22:48,Aircon,NO_DATA,,,,
2026-01-21 00:22:48,Refrigerator,NO_DATA,,,,
2026-01-21 00:22:48,Electric_Fan,NO_DATA,,,,
2026-01-21 00:35:07,Aircon,NO_DATA,,,,
2026-01-21 00:32:55,Aircon,NO_DATA,,,,
2026-01-21 00:32:55,Refrigerator,NO_DATA,,,,
2026-01-21 00:35:07,Refrigerator,NO_DATA,,,,
2026-01-21 00:42:48,Aircon,NO_DATA,,,,
2026-01-21 00:39:03,Aircon,NO_DATA,,,,
2026-01-21 00:35:07,Electric_Fan,NO_DATA,,,,
2026-01-21 00:32:55,Electric_Fan,NO_DATA,,,,
2026-01-21 00:39:03,Refrigerator,NO_DATA,,,,
2026-01-21 00:42:48,Refrigerator,NO_DATA,,,,
2026-01-21 00:39:03,Electric_Fan,NO_DATA,,,,
2026-01-21 00:42:48,Electric_Fan,NO_DATA,,,,
2026-01-21 00:46:13,Aircon,NO_DATA,,26.76,73,1013
2026-01-21 00:46:13,Refrigerator,NO_DATA,,26.76,73,1013
2026-01-21 00:46:13,Electric_Fan,NO_DATA,,26.76,73,1013
2026-01-21 00:56:08,Aircon,NO_DATA,,,,
2026-01-21 00:56:03,Aircon,NO_DATA,,,,
2026-01-21 00:56:08,Aircon,NO_DATA,,,,
2026-01-21 00:56:03,Aircon,NO_DATA,,,,
2026-01-21 00:57:31,Aircon,NO_DATA,,,,
2026-01-21 00:56:08,Refrigerator,NO_DATA,,,,
2026-01-21 00:56:03,Refrigerator,NO_DATA,,,,
2026-01-21 00:56:08,Refrigerator,NO_DATA,,,,
2026-01-21 00:56:08,Electric_Fan,NO_DATA,,,,
2026-01-21 00:56:03,Electric_Fan,NO_DATA,,,,
2026-01-21 00:56:08,Electric_Fan,NO_DATA,,,,
2026-01-21 00:56:03,Refrigerator,NO_DATA,,,,
2026-01-21 00:56:03,Electric_Fan,NO_DATA,,,,
2026-01-21 00:57:31,Refrigerator,NO_DATA,,,,
2026-01-21 00:57:31,Electric_Fan,NO_DATA,,,,
2026-01-21 01:06:15,Aircon,NO_DATA,,26.36,75,1013
2026-01-21 01:06:15,Refrigerator,NO_DATA,,26.36,75,1013
2026-01-21 01:06:15,Electric_Fan,NO_DATA,,26.36,75,1013
2026-01-21 01:07:15,Aircon,NO_DATA,,,,
2026-01-21 01:07:15,Refrigerator,NO_DATA,,,,
2026-01-21 01:07:15,Electric_Fan,NO_DATA,,,,
2026-01-21 01:15:29,Aircon,NO_DATA,,,,
2026-01-21 01:16:17,Aircon,NO_DATA,,,,
2026-01-21 01:17:16,Aircon,NO_DATA,,,,
2026-01-21 01:15:29,Refrigerator,NO_DATA,,,,
2026-01-21 01:16:17,Refrigerator,NO_DATA,,,,
2026-01-21 01:18:58,Aircon,NO_DATA,,26.63,71,1014
2026-01-21 01:14:37,Aircon,NO_DATA,,,,
2026-01-21 01:17:16,Refrigerator,NO_DATA,,,,
2026-01-21 01:19:37,Aircon,NO_DATA,,26.63,71,1014
2026-01-21 01:14:37,Refrigerator,NO_DATA,,,,
2026-01-21 01:16:17,Electric_Fan,NO_DATA,,,,
2026-01-21 01:15:29,Electric_Fan,NO_DATA,,,,
2026-01-21 01:17:16,Electric_Fan,NO_DATA,,,,
2026-01-21 01:18:58,Refrigerator,NO_DATA,,26.63,71,1014
2026-01-21 01:19:38,Aircon,NO_DATA,,26.63,71,1014
2026-01-21 01:14:37,Electric_Fan,NO_DATA,,,,
2026-01-21 01:19:37,Refrigerator,NO_DATA,,26.63,71,1014
2026-01-21 01:18:58,Electric_Fan,NO_DATA,,26.63,71,1014
2026-01-21 01:19:38,Refrigerator,NO_DATA,,26.63,71,1014
2026-01-21 01:19:38,Electric_Fan,NO_DATA,,26.63,71,1014
2026-01-21 01:19:37,Electric_Fan,NO_DATA,,26.63,71,1014
2026-01-21 01:29:41,Aircon,NO_DATA,,,,
2026-01-21 01:29:43,Aircon,NO_DATA,,,,
2026-01-21 01:29:41,Aircon,NO_DATA,,,,
2026-01-21 01:29:41,Aircon,NO_DATA,,,,
2026-01-21 01:29:43,Aircon,NO_DATA,,,,
2026-01-21 01:29:44,Aircon,NO_DATA,,,,
2026-01-21 01:29:44,Aircon,NO_DATA,,,,
2026-01-21 01:29:41,Refrigerator,NO_DATA,,,,
2026-01-21 01:29:41,Refrigerator,NO_DATA,,,,
2026-01-21 01:29:41,Refrigerator,NO_DATA,,,,
2026-01-21 01:29:43,Refrigerator,NO_DATA,,,,
2026-01-21 01:29:44,Refrigerator,NO_DATA,,,,
2026-01-21 01:29:43,Refrigerator,NO_DATA,,,,
2026-01-21 01:29:44,Refrigerator,NO_DATA,,,,
2026-01-21 01:29:41,Electric_Fan,NO_DATA,,,,
2026-01-21 01:29:41,Electric_Fan,NO_DATA,,,,
2026-01-21 01:29:41,Electric_Fan,NO_DATA,,,,
2026-01-21 01:29:44,Electric_Fan,NO_DATA,,,,
2026-01-21 01:29:43,Electric_Fan,NO_DATA,,,,
2026-01-21 01:29:43,Electric_Fan,NO_DATA,,,,
2026-01-21 01:29:44,Electric_Fan,NO_DATA,,,,
2026-01-21 01:35:25,Aircon,NO_DATA,,26.63,71,1014
2026-01-21 01:35:25,Refrigerator,NO_DATA,,26.63,71,1014
2026-01-21 01:35:25,Electric_Fan,NO_DATA,,26.63,71,1014
2026-01-21 01:35:42,Aircon,NO_DATA,,26.63,71,1014
2026-01-21 01:35:42,Refrigerator,NO_DATA,,26.63,71,1014
2026-01-21 01:35:42,Electric_Fan,NO_DATA,,26.63,71,1014
2026-01-21 01:36:23,Aircon,NO_DATA,,26.63,71,1014
2026-01-21 01:36:23,Aircon,NO_DATA,,26.63,71,1014
2026-01-21 01:36:23,Refrigerator,NO_DATA,,26.63,71,1014
2026-01-21 01:36:23,Refrigerator,NO_DATA,,26.63,71,1014
2026-01-21 01:36:23,Electric_Fan,NO_DATA,,26.63,71,1014
2026-01-21 01:36:23,Electric_Fan,NO_DATA,,26.63,71,1014
2026-01-21 01:42:58,Aircon,NO_DATA,,,,
2026-01-21 01:43:11,Aircon,NO_DATA,,,,
2026-01-21 01:43:03,Aircon,NO_DATA,,,,
2026-01-21 01:43:45,Aircon,NO_DATA,,,,
2026-01-21 01:42:58,Refrigerator,NO_DATA,,,,
2026-01-21 01:43:03,Refrigerator,NO_DATA,,,,
2026-01-21 01:43:45,Refrigerator,NO_DATA,,,,
2026-01-21 01:43:11,Refrigerator,NO_DATA,,,,
2026-01-21 01:42:58,Electric_Fan,NO_DATA,,,,
2026-01-21 01:43:11,Electric_Fan,NO_DATA,,,,
