timestamp,device,property,value,temp_C,humidity,rainfall
2026-01-04 00:00:02,Aircon,switch_1,True,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,countdown_1,0,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,add_ele,19,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,cur_current,0,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,cur_power,0,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,cur_voltage,2293,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,voltage_coe,567,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,electric_coe,29676,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,power_coe,15976,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,electricity_coe,2610,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,fault,0,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,relay_status,last,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,overcharge_switch,False,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,light_mode,relay,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,child_lock,False,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,cycle_time,,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,random_time,,24.4,77.0,1015.0
2026-01-04 00:00:02,Aircon,switch_inching,,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,switch_1,True,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,countdown_1,0,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,add_ele,36,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,cur_current,999,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,cur_power,1509,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,cur_voltage,2269,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,voltage_coe,559,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,electric_coe,30058,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,power_coe,15968,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,electricity_coe,2610,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,fault,0,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,relay_status,last,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,overcharge_switch,False,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,light_mode,relay,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,child_lock,False,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,cycle_time,,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,random_time,,24.4,77.0,1015.0
2026-01-04 00:00:02,Refrigerator,switch_inching,,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,switch_1,True,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,countdown_1,0,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,add_ele,21,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,cur_current,181,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,cur_power,414,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,cur_voltage,2286,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,voltage_coe,558,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,electric_coe,29647,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,power_coe,15912,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,electricity_coe,2620,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,fault,0,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,relay_status,last,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,overcharge_switch,False,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,light_mode,relay,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,child_lock,False,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,cycle_time,,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,random_time,,24.4,77.0,1015.0
2026-01-04 00:00:02,Electric_Fan,switch_inching,,24.4,77.0,1015.0
2026-01-04 00:10:01,Aircon,switch_1,True,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,countdown_1,0,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,add_ele,19,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,cur_current,0,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,cur_power,0,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,cur_voltage,2322,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,voltage_coe,567,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,electric_coe,29676,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,power_coe,15976,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,electricity_coe,2610,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,fault,0,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,relay_status,last,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,overcharge_switch,False,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,light_mode,relay,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,child_lock,False,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,cycle_time,,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,random_time,,24.8,76.0,1015.0
2026-01-04 00:10:01,Aircon,switch_inching,,24.8,76.0,1015.0
2026-01-04 00:10:01,Refrigerator,switch_1,True,24.8,76.0,1015.0
2026-01-04 00:10:01,Refrigerator,countdown_1,0,24.8,76.0,1015.0
2026-01-04 00:10:01,Refrigerator,add_ele,69,24.8,76.0,1015.0
2026-01-04 00:10:01,Refrigerator,cur_current,0,24.8,76.0,1015.0
2026-01-04 00:10:01,Refrigerator,cur_power,0,24.8,76.0,1015.0
2026-01-04 00:10:01,Refrigerator,cur_voltage,2269,24.8,76.0,1015.0
2026-01-04 00:10:01,Refrigerator,voltage_coe,559,24.8,76.0,1015.0
2026-01-04 00:10:01,Refrigerator,electric_coe,30058,24.8,76.0,1015.0
