timestamp,device,property,value,temp_C,humidity,pressure
2026-02-03 10:10:00,Aircon,switch_1,True,29.33,56,1017
2026-02-03 10:10:00,Aircon,countdown_1,0,29.33,56,1017
2026-02-03 10:10:00,Aircon,add_ele,27,29.33,56,1017
2026-02-03 10:10:00,Aircon,cur_current,0,29.33,56,1017
2026-02-03 10:10:00,Aircon,cur_power,0,29.33,56,1017
2026-02-03 10:10:00,Aircon,cur_voltage,2344,29.33,56,1017
2026-02-03 10:10:00,Aircon,voltage_coe,567,29.33,56,1017
2026-02-03 10:10:00,Aircon,electric_coe,29676,29.33,56,1017
2026-02-03 10:10:00,Aircon,power_coe,15976,29.33,56,1017
2026-02-03 10:10:00,Aircon,electricity_coe,2610,29.33,56,1017
2026-02-03 10:10:00,Aircon,fault,0,29.33,56,1017
2026-02-03 10:10:00,Aircon,relay_status,last,29.33,56,1017
2026-02-03 10:10:00,Aircon,overcharge_switch,False,29.33,56,1017
2026-02-03 10:10:00,Aircon,light_mode,relay,29.33,56,1017
2026-02-03 10:10:00,Aircon,child_lock,False,29.33,56,1017
2026-02-03 10:10:00,Aircon,cycle_time,,29.33,56,1017
2026-02-03 10:10:00,Aircon,random_time,,29.33,56,1017
2026-02-03 10:10:00,Aircon,switch_inching,,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,switch_1,True,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,countdown_1,0,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,add_ele,1,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,cur_current,1075,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,cur_power,1756,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,cur_voltage,2285,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,voltage_coe,559,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,electric_coe,30058,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,power_coe,15968,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,electricity_coe,2610,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,fault,0,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,relay_status,last,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,overcharge_switch,False,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,light_mode,relay,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,child_lock,False,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,cycle_time,,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,random_time,,29.33,56,1017
2026-02-03 10:10:00,Refrigerator,switch_inching,,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,switch_1,True,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,countdown_1,0,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,add_ele,21,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,cur_current,0,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,cur_power,0,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,cur_voltage,2290,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,voltage_coe,558,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,electric_coe,29647,29.33,56,1017
2026-02-03 10:10:00,Electric_Fan,power_coe,15912,29.33,56,1017
