timestamp,device,property,value,temp_C,humidity,rainfall
2026-01-03 14:35:47,Aircon,switch_1,True,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,countdown_1,0,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,add_ele,100,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,cur_current,2189,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,cur_power,4965,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,cur_voltage,2293,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,voltage_coe,567,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,electric_coe,29676,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,power_coe,15976,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,electricity_coe,2610,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,fault,0,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,relay_status,last,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,overcharge_switch,False,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,light_mode,relay,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,child_lock,False,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,cycle_time,,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,random_time,,24.62,73.0,1015.0
2026-01-03 14:35:47,Aircon,switch_inching,,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,switch_1,True,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,countdown_1,0,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,add_ele,73,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,cur_current,0,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,cur_power,0,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,cur_voltage,2256,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,voltage_coe,559,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,electric_coe,30058,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,power_coe,15968,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,electricity_coe,2610,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,fault,0,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,relay_status,last,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,overcharge_switch,False,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,light_mode,relay,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,child_lock,False,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,cycle_time,,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,random_time,,24.62,73.0,1015.0
2026-01-03 14:35:47,Refrigerator,switch_inching,,24.62,73.0,1015.0
2026-01-03 14:35:47,Electric_Fan,switch_1,True,24.62,73.0,1015.0
2026-01-03 14:35:47,Electric_Fan,countdown_1,0,24.62,73.0,1015.0
2026-01-03 14:35:47,Electric_Fan,add_ele,24,24.62,73.0,1015.0
2026-01-03 14:35:47,Electric_Fan,cur_current,215,24.62,73.0,1015.0
2026-01-03 14:35:47,Electric_Fan,cur_power,479,24.62,73.0,1015.0
2026-01-03 14:35:47,Electric_Fan,cur_voltage,2277,24.62,73.0,1015.0
