device_id,timestamp,kWh,temperature,humidity,pressure,hour_of_day,day_of_week,is_weekend,is_holiday,lag_24,lag_168,rolling_mean_24,rolling_mean_168
a3c772d3fde52dbae832bi,2026-01-23 02:00:00,0.012800631801586412,28.861171428571428,70.16857142857143,1016.0571428571428,2,5,0,0,0.0189,0.0171,0.0197514079861109,0.0205295259424601
a3c772d3fde52dbae832bi,2026-01-23 03:00:00,0.012800631801586412,28.862932142857144,70.13535714285715,1016.0607142857144,3,5,0,0,0.0189,0.0171,0.0197514079861109,0.0205402402281744
a3c772d3fde52dbae832bi,2026-01-23 04:00:00,0.012800631801586412,28.864692857142856,70.10214285714285,1016.0642857142856,4,5,0,0,0.0189,0.0171,0.0197514079861109,0.0205509545138887
a3c772d3fde52dbae832bi,2026-01-23 05:00:00,0.0022265705671770677,28.866453571428572,70.06892857142857,1016.0678571428572,5,5,0,0,0.0032875083333333,0.0028104,0.0197514079861109,0.0205537944444442
a3c772d3fde52dbae832bi,2026-01-23 06:00:00,0.012306859282276865,28.868214285714284,70.03571428571429,1016.0714285714286,6,5,0,0,0.0181709499999997,0.0148145333333329,0.0197514079861109,0.0205737731150791
a3c772d3fde52dbae832bi,2026-01-23 07:00:00,0.020594455635277117,28.869975,70.0025,1016.075,7,5,0,0,0.0304074999999999,0.0248801333333331,0.0197514079861109,0.0206066741071426
a3c772d3fde52dbae832bi,2026-01-23 08:00:00,0.02644133046323083,28.871735714285716,69.96928571428572,1016.0785714285714,8,5,0,0,0.0390403499999999,0.0319385749999997,0.0197514079861109,0.0206489465773807
a3c772d3fde52dbae832bi,2026-01-23 09:00:00,0.024959945177092217,28.87349642857143,69.93607142857142,1016.0821428571428,9,5,0,0,0.0368530999999999,0.0301314666666665,0.0197514079861109,0.020688956299603
a3c772d3fde52dbae832bi,2026-01-23 10:00:00,0.02057933531226281,28.875257142857144,69.90285714285714,1016.0857142857144,10,5,0,0,0.0303851749999999,0.0248360749999999,0.0197514079861109,0.0207219866567458
a3c772d3fde52dbae832bi,2026-01-23 11:00:00,0.01893148537252803,28.877017857142857,69.86964285714285,1016.0892857142856,11,5,0,0,0.0279521416666665,0.0228453249999997,0.0197514079861109,0.0207523843749998
a3c772d3fde52dbae832bi,2026-01-23 12:00:00,0.023280680635678407,28.878778571428573,69.83642857142857,1016.0928571428572,12,5,0,0,0.0343736833333329,0.0281028083333331,0.0197514079861109,0.0207897110119045
a3c772d3fde52dbae832bi,2026-01-23 13:00:00,0.017678485256517783,28.880539285714285,69.80321428571429,1016.0964285714284,13,5,0,0,0.0261020999999998,0.0213198333333331,0.0197514079861109,0.0208181768849204
a3c772d3fde52dbae832bi,2026-01-23 14:00:00,0.01132115419337931,28.8823,69.77,1016.1,14,5,0,0,0.0167155666666665,0.0136398916666665,0.0197514079861109,0.0208364844742061
a3c772d3fde52dbae832bi,2026-01-23 15:00:00,0.009609289806601478,28.884060714285713,69.73678571428572,1016.1035714285714,15,5,0,0,0.0141880166666664,0.0115875166666664,0.0197514079861109,0.0208519636408728
a3c772d3fde52dbae832bi,2026-01-23 16:00:00,0.015237639563085324,28.88582142857143,69.70357142857142,1016.1071428571428,16,5,0,0,0.0191715833333331,0.0189619416666664,0.0198900177083332,0.0208730128968252
a3c772d3fde52dbae832bi,2026-01-23 17:00:00,0.0063941752096995175,28.88758214285714,69.67035714285714,1016.1107142857144,17,5,0,0,0.0080401666666664,0.0080401666666664,0.0199483829861109,0.0208813507936506
a3c772d3fde52dbae832bi,2026-01-23 18:00:00,0.006320667525138755,28.889342857142857,69.63714285714286,1016.1142857142858,18,5,0,0,0.0078568333333332,0.0078568333333332,0.0200098649305554,0.0208901339285712
a3c772d3fde52dbae832bi,2026-01-23 19:00:00,0.006239348520289921,28.891103571428573,69.60392857142857,1016.1178571428572,19,5,0,0,0.0078304833333332,0.0078304833333332,0.0200674420138887,0.0208983592261903
a3c772d3fde52dbae832bi,2026-01-23 20:00:00,0.0068958154894724006,28.892864285714285,69.57071428571429,1016.1214285714286,20,5,0,0,0.008758633333333,0.008758633333333,0.0201267322916665,0.0209068292658728
a3c772d3fde52dbae832bi,2026-01-23 21:00:00,0.013748826749851869,28.894625,69.5375,1016.125,21,5,0,0,0.0189,0.0189,0.0201850656249998,0.0209151625992061
a3c772d3fde52dbae832bi,2026-01-23 22:00:00,0.013748826749851869,28.896385714285714,69.50428571428571,1016.1285714285714,22,5,0,0,0.0189,0.0189,0.0202433989583331,0.0209234959325395
a3c772d3fde52dbae832bi,2026-01-23 23:00:00,0.013748826749851869,28.89814642857143,69.47107142857143,1016.1321428571428,23,5,0,0,0.0189,0.0189,0.0203017322916665,0.0209318292658728
a3c772d3fde52dbae832bi,2026-01-24 00:00:00,0.011710398776426769,28.899907142857145,69.43785714285714,1016.1357142857142,0,6,1,0,0.01575,0.01575,0.0203503434027776,0.0209387737103172
a3c772d3fde52dbae832bi,2026-01-24 01:00:00,0.011710398776426769,28.901667857142854,69.40464285714286,1016.1392857142856,1,6,1,0,0.01575,0.01575,0.0203989545138887,0.0209457181547617
a3c772d3fde52dbae832bi,2026-01-24 02:00:00,0.014052478531712053,28.90342857142857,69.37142857142857,1016.1428571428572,2,6,1,0,0.0189,0.0189,0.020457287847222,0.020954051488095
a3c772d3fde52dbae832bi,2026-01-24 03:00:00,0.014052478531712053,28.90518928571429,69.33821428571429,1016.1464285714286,3,6,1,0,0.0189,0.0189,0.0205156211805553,0.0209623848214283
a3c772d3fde52dbae832bi,2026-01-24 04:00:00,0.014052478531712053,28.90695,69.30499999999999,1016.15,4,6,1,0,0.0189,0.0189,0.0205739545138887,0.0209707181547617
a3c772d3fde52dbae832bi,2026-01-24 05:00:00,0.0025696249177168664,28.90871071428571,69.27178571428571,1016.1535714285716,5,6,1,0,0.0032875083333333,0.0032875083333333,0.0205916434027775,0.0209732451388887
a3c772d3fde52dbae832bi,2026-01-24 06:00:00,0.01484875103649297,28.91047142857143,69.23857142857143,1016.1571428571428,6,6,1,0,0.0181709499999997,0.0181709499999997,0.0207282822916664,0.0209927649801585
a3c772d3fde52dbae832bi,2026-01-24 07:00:00,0.024875563663707984,28.912232142857142,69.20535714285714,1016.1607142857144,7,6,1,0,0.0304074999999999,0.0304074999999999,0.0209585892361109,0.021025665972222
a3c772d3fde52dbae832bi,2026-01-24 08:00:00,0.03199488040949397,28.91399285714286,69.17214285714286,1016.1642857142856,8,6,1,0,0.0390403499999999,0.0390403499999999,0.0212577131944442,0.0210683979662696
a3c772d3fde52dbae832bi,2026-01-24 09:00:00,0.030164187423238988,28.91575357142857,69.13892857142856,1016.1678571428572,9,6,1,0,0.0368530999999999,0.0368530999999999,0.0215377812499997,0.0211084076884918
a3c772d3fde52dbae832bi,2026-01-24 10:00:00,0.024848525910474036,28.917514285714287,69.10571428571428,1016.1714285714286,10,6,1,0,0.0303851749999999,0.0303851749999999,0.021767390972222,0.0211412090773807
a3c772d3fde52dbae832bi,2026-01-24 11:00:00,0.02285801193993275,28.919275,69.0725,1016.175,11,6,1,0,0.0279521416666665,0.0279521416666665,0.021978565972222,0.0211713769345236
a3c772d3fde52dbae832bi,2026-01-24 12:00:00,0.028135802138428083,28.921035714285715,69.03928571428571,1016.1785714285714,12,6,1,0,0.0343736833333329,0.0343736833333329,0.0222398524305553,0.0212087035714283
a3c772d3fde52dbae832bi,2026-01-24 13:00:00,0.021366297501904337,28.922796428571427,69.00607142857143,1016.1821428571428,13,6,1,0,0.0261020999999998,0.0261020999999998,0.0224383246527775,0.0212370567460315
a3c772d3fde52dbae832bi,2026-01-24 14:00:00,0.013687062171863402,28.924557142857143,68.97285714285714,1016.1857142857144,14,6,1,0,0.0167155666666665,0.0167155666666665,0.0225656812499997,0.0212552505456347
a3c772d3fde52dbae832bi,2026-01-24 15:00:00,0.011621688179193254,28.92631785714286,68.93964285714286,1016.1892857142856,15,6,1,0,0.0141880166666664,0.0141880166666664,0.0226740354166664,0.0212707297123014
a3c772d3fde52dbae832bi,2026-01-24 16:00:00,0.01913366671015851,28.92807857142857,68.90642857142858,1016.1928571428572,16,6,1,0,0.0224982166666665,0.0263982833333332,0.0228882850694442,0.0212781221230156
a3c772d3fde52dbae832bi,2026-01-24 17:00:00,0.008116125503111223,28.929839285714287,68.87321428571428,1016.1964285714286,17,6,1,0,0.0094409333333331,0.0112638999999997,0.0229834309027775,0.0212808633928569
a3c772d3fde52dbae832bi,2026-01-24 18:00:00,0.007892941454706585,28.9316,68.84,1016.2,18,6,1,0,0.0093323999999998,0.0109421083333332,0.0230696652777775,0.0212836009920633
a3c772d3fde52dbae832bi,2026-01-24 19:00:00,0.00782528650059334,28.933360714285715,68.80678571428571,1016.2035714285714,19,6,1,0,0.0092123333333332,0.0108436749999999,0.0231568302083331,0.0212863427579363
a3c772d3fde52dbae832bi,2026-01-24 20:00:00,0.00858781805835782,28.935121428571428,68.77357142857143,1016.2071428571428,20,6,1,0,0.0101815999999997,0.0119332666666664,0.023249506597222,0.0212891556547617
a3c772d3fde52dbae832bi,2026-01-24 21:00:00,0.015298511110878727,28.936882142857144,68.74035714285714,1016.2107142857144,21,6,1,0,0.0202999999999997,0.0214999999999998,0.023324506597222,0.0212927270833331
a3c772d3fde52dbae832bi,2026-01-24 22:00:00,0.015298511110878727,28.938642857142856,68.70714285714286,1016.2142857142856,22,6,1,0,0.0202999999999997,0.0214999999999998,0.023399506597222,0.0212962985119045
a3c772d3fde52dbae832bi,2026-01-24 23:00:00,0.015298511110878727,28.940403571428572,68.67392857142858,1016.2178571428572,23,6,1,0,0.0202999999999997,0.0214999999999998,0.023474506597222,0.021299869940476
a3c772d3fde52dbae832bi,2026-01-25 00:00:00,0.01425640874155997,28.942164285714284,68.64071428571428,1016.2214285714284,0,7,1,0,0.0169166666666665,0.0179166666666665,0.023537006597222,0.0213028461309521
a3c772d3fde52dbae832bi,2026-01-25 01:00:00,0.01425640874155997,28.943925,68.6075,1016.225,1,7,1,0,0.0169166666666665,0.0179166666666665,0.023599506597222,0.0213058223214283
